,swl_code,swl_description,swl_unit,belongs_to,swl_metacode,swl_source,code,code_long_name,code_system,version,ucum_unit,validated
4598,CARBOAK,Carboanhydrase-Antikörper (I + II) &#123;Fremdlabor],emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,X
4599,CARBI,Carbimazol (als Thiamazol) [Fremdlabor],µg/l,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,ug/L,X
4600,CARBE,"Carbam.10,11-epoxid",mg/l,Antiepileptika,emptyvalue,emptyvalue,9415-1,"Carbamazepine 10,11-Epoxide [Mass/volume] in Serum or Plasma",http://loinc.org,2.70,mg/L,X
4601,CARB2,Carbamazepin,mg/l,emptyvalue,emptyvalue,emptyvalue,3432-2,carBAMazepine [Mass/volume] in Serum or Plasma,http://loinc.org,emptyvalue,mg/L,X
4602,CARB,Carbamazepin,mg/l,Antiepileptika,emptyvalue,emptyvalue,3432-2,carBAMazepine [Mass/volume] in Serum or Plasma,http://loinc.org,emptyvalue,mg/L,X
4603,CA++-POCT,Calcium-Ionen-Konz. in Plasma,mmol/L,Klinische Chemie,emptyvalue,Venoes,41645-3,Calcium.ionized [Moles/volume] in Venous blood,http://loinc.org,2.70,mmol/L,X
4604,CA++-POCT,Calcium-Ionen-Konz. in Plasma,mmol/L,Blutgasanalyse arteriell,emptyvalue,Arteriell,34581-9,Calcium.ionized [Moles/volume] in Arterial blood,http://loinc.org,2.70,mmol/L,X
4605,CA++-POCT,Calcium-Ionen-Konz. in Plasma,mmol/L,BGA Sonstiges,emptyvalue,gemischtVenoes,41646-1	,Calcium.ionized [Moles/volume] in Mixed venous blood,http://loinc.org,2.70,mmol/L,X
4606,CA++-POCT,Calcium-Ionen-Konz. in Plasma,mmol/L,BGA Sonstiges,emptyvalue,emptyvalue,1994-3 ,Calcium.ionized [Moles/volume] in Blood,http://loinc.org,2.73,emptyvalue,X
4607,CA++-POCT,Calcium-Ionen-Konz. in Plasma,mmol/L,Blutgasanalyse kapillär,emptyvalue,Kapillare,41644-6,Calcium.ionized [Moles/volume] in Capillary blood,http://loinc.org,2.70,mmol/L,X
4609,CAOXS,Calciumoxalat (Sed.),/GF,Urinsediment,emptyvalue,emptyvalue,25148-8,Calcium oxalate crystals [#/area] in Urine sediment by Microscopy high power field,http://loinc.org,2.70,/[HPF],emptyvalue
4611,CAOXS,Calciumoxalat (Sed.),/GF,Urinsediment,emptyvalue,emptyvalue,105896-5,Calcium oxalate crystals [#/area] in Urine sediment,http://loinc.org,2.78,emptyvalue,X
4614,CANC,c-ANCA,Titer,Vasculitis-assoziierte Antikörper,emptyvalue,emptyvalue,14277-8,Neutrophil cytoplasmic Ab.classic [Titer] in Serum by Immunofluorescence,http://loinc.org,2.70,&#123;titer},X
4615,CAMJG,Campylobacter jejuni-Ak (IgG)[Fremdlabor],RE/ml,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,X
4616,CAMJA,Campylobacter jejuni-Ak (IgA)[Fremdlabor],Ratio,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,X
4617,CAMJ,Campylobacter jejuni Ak [Fremdlabor],Titer,Bakteriologie,emptyvalue,emptyvalue,25364-1,Campylobacter jejuni Ab [Titer] in Serum by Complement fixation,http://loinc.org,2.70,&#123;titer},X
4618,CAMI,Campylobacter intestinalis Ak[Fremdlabor],Titer,#NV,emptyvalue,emptyvalue,25363-3,Campylobacter fetus Ab [Titer] in Serum by Complement fixation,http://loinc.org,2.70,&#123;titer},X
4619,CALx,Calprotectin [Fremdlabor],mg/l,Stuhldiagnostik,emptyvalue,emptyvalue,82874-9,Calprotectin [Mass/volume] in Stool,http://loinc.org,2.58,mg/L,X
4620,CAL,Calprotectin [Fremdlabor],mg/l,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue
4621,CAKA,"Calziumkanäle, Ak geg. [Fremdlabor]",emptyvalue,0,emptyvalue,emptyvalue,30073-1,Voltage-gated calcium channel Ab [Presence] in Serum,http://loinc.org,2.56,emptyvalue,X
4627,CAIO,"Calcium, ionisiert",mmol/l,Sondermaterialien,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,mmol/L,emptyvalue
4628,CAGAG,H. pylori IgG CagA [Fremdlabor],emptyvalue,emptyvalue,emptyvalue,emptyvalue,60524-6,Helicobacter pylori IgG Ab [Presence] in Serum by Immunoblot,emptyvalue,2.73,emptyvalue,emptyvalue
4629,CAGAA,H. pylori IgA CagA [Fremdlabor],emptyvalue,emptyvalue,emptyvalue,emptyvalue,16125-7,Helicobacter pylori IgA Ab [Presence] in Serum,emptyvalue,2.73,emptyvalue,emptyvalue
4630,CAAKM,Candida IgM,U/ml,Mykologie,emptyvalue,emptyvalue,27391-2,Candida sp IgM Ab [Units/volume] in Serum by Immunoassay,http://loinc.org,2.69,[arb'U]/mL,X
4633,CAAKG,Candida IgG,U/ml,Mykologie,emptyvalue,emptyvalue,7174-6,Candida sp IgG Ab [Units/volume] in Serum,http://loinc.org,2.69,[arb'U]/mL,X
4636,CAAG,Candida Antigen (Serum),Titer,Mykologie,emptyvalue,emptyvalue,5075-7,Candida albicans Ag [Titer] in Serum by Latex agglutination,http://loinc.org,2.70,&#123;titer},X
4639,CA9ML,Coxsackie Virus A9 IgM,emptyvalue,Virologie,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,X
4640,CA9M,Coxsackie Virus A9 IgM,emptyvalue,Virologie,emptyvalue,emptyvalue,70012-0,Coxsackievirus IgM Ab [Presence] in Serum or Plasma by Immunoassay,http://loinc.org,2.56,emptyvalue,X
4643,CA9GL,Coxsackie Virus A9 IgG,emptyvalue,Virologie,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,X
4645,CA9G,Coxsackie Virus A9 IgG,emptyvalue,Virologie,emptyvalue,emptyvalue,70013-8,Coxsackievirus IgG Ab [Presence] in Serum or Plasma by Immunoassay,http://loinc.org,2.56,emptyvalue,X
4646,CA72,CA 72-4,kU/l,Tumormarker,emptyvalue,emptyvalue,17843-4,Cancer Ag 72-4 [Units/volume] in Serum or Plasma,http://loinc.org,2.68,k[IU]/L,X
4647,CA50,CA50 [Fremdlabor],U/ml,Tumormarker,emptyvalue,emptyvalue,34256-8,Cancer Ag 50 [Units/volume] in Serum or Plasma,http://loinc.org,2.70,[arb'U]/mL,X
4648,CA19,CA 19-9,kU/l,Tumormarker,emptyvalue,emptyvalue,83084-4,Cancer Ag 19-9 [Units/volume] in Serum or Plasma by Immunoassay,http://loinc.org,2.68,kU/L,X
4649,CA15,CA 15-3,kU/l,Tumormarker,emptyvalue,emptyvalue,83083-6,Cancer Ag 15-3 [Units/volume] in Serum or Plasma by Immunoassay,http://loinc.org,2.68, kU/L,X
4650,CA12,CA 12-5,kU/l,Tumormarker,emptyvalue,emptyvalue,83082-8,Cancer Ag 125 [Units/volume] in Serum or Plasma by Immunoassay,http://loinc.org,2.68, kU/L,X
4651,CA,Calcium,mmol/l,Klinische Chemie,emptyvalue,emptyvalue,2000-8,Calcium [Moles/volume] in Serum or Plasma,http://loinc.org,2.70,mmol/L,X
4653,c8IgE,"Chlorhexidin, IgE geg.",kU/l,Medikamente IgE,emptyvalue,emptyvalue,66717-0	,Chlorhexidine IgE Ab [Units/volume] in Serum,http://loinc.org,2.70,k[IU]/L,X
4654,c7IgE,"Cefaclor, IgE geg.",kU/l,Medikamente IgE,emptyvalue,emptyvalue,19733-5	,Cefaclor IgE Ab [Units/volume] in Serum,http://loinc.org,2.42,k[IU]/L,X
4655,c74IgE,"Gelatine, IgE geg.",kU/l,Medikamente IgE,emptyvalue,emptyvalue,7332-0,Gelatin IgE Ab [Units/volume] in Serum,http://loinc.org,2.73,k[IU]/L,X
4656,c73IgE,"Insulin Human (Arzneimittelallergen), IgE geg.",kU/l,Medikamente IgE,emptyvalue,emptyvalue,6148-1,Insulin human IgE Ab [Units/volume] in Serum,http://loinc.org,2.73,k[IU]/L,X
4657,c71IgE,"Insulin vom Rind (Arzneimittelallergen), IgE geg.",kU/l,Medikamente IgE,emptyvalue,emptyvalue,6147-3,Insulin bovine IgE Ab [Units/volume] in Serum,http://loinc.org,2.73,k[IU]/L,X
4658,c70IgE,"Insulin vom Schwein (Arzneimittelallergen), IgE geg.",kU/l,Medikamente IgE,emptyvalue,emptyvalue,6149-9,Insulin porcine IgE Ab [Units/volume] in Serum,http://loinc.org,2.73,k[IU]/L,X
4659,c6IgE,"Amoxicilloyl, IgE geg.",kU/l,Medikamente IgE,emptyvalue,emptyvalue,6829-6,Amoxicillin IgE Ab [Units/volume] in Serum,http://loinc.org,2.42,k[IU]/L,X
4660,c5IgE,"Ampicilloyl, IgE geg.",kU/l,Medikamente IgE,emptyvalue,emptyvalue,6712-4,Ampicillin IgE Ab [Units/volume] in Serum,http://loinc.org,2.42,k[IU]/L,X
4661,C4,C4-Komplement,g/l,Proteindiagnostik,emptyvalue,emptyvalue,4498-2,Complement C4 [Mass/volume] in Serum or Plasma,http://loinc.org,2.70,g/L,X
4662,C3DC,C3d-Zirkul. Immunkomplex [Fremdlabor],µg/ml,0,emptyvalue,emptyvalue,47217-5,Immune Complex C3d [Mass/volume] in Serum or Plasma,http://loinc.org,2.40,ug/mL,X
4663,C3,C3-Komplement,g/l,Proteindiagnostik,emptyvalue,emptyvalue,4485-9,Complement C3 [Mass/volume] in Serum or Plasma,http://loinc.org,2.70,g/L,X
4664,c2IgE,"Penicilloyl V, IgE geg.",kU/l,Medikamente IgE,emptyvalue,emptyvalue,6210-9,Penicillin V IgE Ab [Units/volume] in Serum,http://loinc.org,2.70,k[IU]/L,X
4665,C26C22,C26/C22 Ratio [Fremdlabor],kA,Klinische Chemie,emptyvalue,emptyvalue,30198-6,Fatty acids.very long chain C26:0 (Hexacosanoate)/C22:0 (Docosanoate) [Molar ratio] in Serum or Plasma,http://loinc.org,2.73,&#123;ratio},X
4666,C24C22,C24/C22 Ratio [Fremdlabor],kA,Klinische Chemie,emptyvalue,emptyvalue,30196-0,Fatty acids.very long chain C24:0 (Tetracosanoate)/C22:0 (Docosanoate) [Molar ratio] in Serum or Plasma,http://loinc.org,2.73,&#123;ratio},X
4667,c204IgE,"Amoxycillin, IgE geg.",kU/l,Medikamente IgE,emptyvalue,emptyvalue,6829-6,Amoxicillin IgE Ab [Units/volume] in Serum,http://loinc.org,2.42,k[IU]/L,X
4668,c203IgE,"Ampicillin, IgE geg.",kU/l,Medikamente IgE,emptyvalue,emptyvalue,6712-4,Ampicillin IgE Ab [Units/volume] in Serum,http://loinc.org,2.42,k[IU]/L,X
4669,c202IgE,"Suxamethonium (Succinylcholin), IgE geg.",kU/L,Medikamente IgE,emptyvalue,emptyvalue,11201-1	,Succinylcholine IgE Ab [Units/volume] in Serum,http://loinc.org,2.42,k[IU]/L,X
4670,C1QC,C1q-Zirkul. Immunkomplex [Fremdlabor],µg/ml,Proteindiagnostik,emptyvalue,emptyvalue,4478-4,Complement C1q [Mass/volume] in Serum or Plasma,http://loinc.org,2.73,ug/mL,X
4671,C1Q,C1q [Fremdlabor],mg/l,0,emptyvalue,emptyvalue,4478-4,Complement C1q [Mass/volume] in Serum or Plasma,http://loinc.org,2.40,mg/L,X
4672,C1INH,C-1Esterase-Inhibitor,%,emptyvalue,emptyvalue,emptyvalue,48494-9,Complement C1 esterase inhibitor actual/normal in Serum or Plasma,http://loinc.org,emptyvalue,%,emptyvalue
4673,c1IgE,"Penicilloyl G, IgE geg.",kU/l,Medikamente IgE,emptyvalue,emptyvalue,6851-0,Penicillin G IgE Ab [Units/volume] in Serum,http://loinc.org,2.42,k[IU]/L,X
4674,C1IF,"C1 Inaktivator (funkt., Aktivität) [Fremdlabor]",%,Proteindiagnostik,emptyvalue,emptyvalue,10634-4,Complement C1 esterase inhibitor.functional/Complement C1 esterase inhibitor.total in Serum or Plasma,http://loinc.org,2.70,%,emptyvalue
4676,C1IAG,"C1 Inaktivator (Antigen, quantitativ) [Fremdlabor]",g/l,emptyvalue,emptyvalue,emptyvalue,emptyvalue,Complement C1 esterase inhibitor [Mass/volume] in Serum or Plasma,emptyvalue,emptyvalue,g/L,X
4677,C1IA,"C1 Inaktivator (Antigen, quantitativ) [Fremdlabor]",mg/l,emptyvalue,emptyvalue,emptyvalue,4477-6,Complement C1 esterase inhibitor [Mass/volume] in Serum or Plasma,http://loinc.org,2.73,mg/L,emptyvalue
4678,C1E,C1,%,Proteindiagnostik,emptyvalue,emptyvalue,48494-9,Complement C1 esterase inhibitor actual/normal in Serum or Plasma,http://loinc.org,emptyvalue,%,emptyvalue
4679,BZ5,Blutzucker V,mg/dl,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,X
4680,BZ4,Blutzucker IV,mg/dl,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,X
4681,BZ3,Blutzucker III,mg/dl,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,X
4682,BZ2,Blutzucker II,mg/dl,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,X
4683,BZ1,Blutzucker I,mg/dl,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,X
4684,BVZK,Borna Virus,emptyvalue,Virologie,emptyvalue,emptyvalue,104341-3,Borna disease virus [Presence] in Specimen,http://loinc.org,2.77,emptyvalue,X
4685,BVPCR,Borna-Virus,emptyvalue,Virologie,emptyvalue,emptyvalue,104341-3,Borna disease virus [Presence] in Specimen,http://loinc.org,2.77,emptyvalue,X
4686,BVPC,Borna-Virus,emptyvalue,Virologie,emptyvalue,emptyvalue,104341-3,Borna disease virus [Presence] in Specimen,http://loinc.org,2.77,emptyvalue,X
4689,BUWM,Bunya-Virus IgM,emptyvalue,Virologie,emptyvalue,emptyvalue,32131-5,Hantavirus IgM Ab [Presence] in Serum,http://loinc.org,2.73,emptyvalue,X
4690,BUWG,Bunya-Virus IgG,emptyvalue,Virologie,emptyvalue,emptyvalue,26620-5,Hantavirus IgG Ab [Presence] in Serum,http://loinc.org,2.73,emptyvalue,X
4693,BURSTFV,Burstaktivität / Granulozytenfunktionstest [Fremdlabor],%,emptyvalue,emptyvalue,emptyvalue,43292-2,Neutrophil oxidative burst/unstimulated in Blood,http://loinc.org,2.73,%,X
4694,BURST,Burstaktivität Granulozyten [Fremdlabor],%,Hämatologie Sonstiges,emptyvalue,emptyvalue,43292-2,Neutrophil oxidative burst/unstimulated in Blood,http://loinc.org,2.44,%,X
4697,BUPR,Bupropion [Fremdlabor],µg/l,Psychopharmaka,emptyvalue,emptyvalue,6706-6,buPROPion [Mass/volume] in Serum or Plasma,http://loinc.org,2.40,ug/L,X
4698,BUOSMSP,Urin-Osmolalität (ber.),mosmol/kg,Urinchemie,emptyvalue,emptyvalue,48148-1,Osmolality of Urine by calculation,http://loinc.org,2.73,mosm/kg,X
4699,BUOSM,Urin-Osmolalität (ber.),mosmol/kg,Urinchemie,emptyvalue,emptyvalue,48148-1,Osmolality of Urine by calculation,http://loinc.org,2.73,mosm/kg,X
4701,BTUE,baso. Tuepfelung,emptyvalue,Blutbild,emptyvalue,emptyvalue,104798-4,Basophilic stippling [Presence] in Blood,http://loinc.org,2.78,emptyvalue,X
4703,BSG,BSG,mm/h,Klinische Chemie,emptyvalue,emptyvalue,30341-2,Erythrocyte sedimentation rate,http://loinc.org,2.70,mm/h,X
4705,BRUWSP,Brucella sp.,Titer,Bakteriologie,emptyvalue,emptyvalue,19053-8,Brucella sp Ab [Titer] in Serum by Agglutination,http://loinc.org,2.70,&#123;titer},X
4706,BROMA,Bromazepam [Fremdlabor],ng/ml,Psychopharmaka,emptyvalue,emptyvalue,3405-8,Bromazepam [Mass/volume] in Serum or Plasma,http://loinc.org,2.42,ng/mL,X
4707,BRO,Bromid [Fremdlabor],mg/dl,#NV,emptyvalue,emptyvalue,1984-4,Bromide [Mass/volume] in Serum or Plasma,http://loinc.org,2.34,mg/dL,X
4708,BRIVA,Brivaracetam [Fremdlabor],mg/l,Antiepileptika,emptyvalue,emptyvalue,88894-1,Brivaracetam [Mass/volume] in Serum or Plasma,http://loinc.org,2.65,mg/L,X
4711,BPI,"BPI, Ak geg.",Ratio,Vasculitis assoziierte Autoantikörper,emptyvalue,emptyvalue,63213-3,Bactericidal permeability increasing protein Ab [Units/volume] in Serum by Immunoassay,http://loinc.org,2.56,&#123;ratio},X
4712,BOSM,Osmolalität (ber.),mosmol/kg,Klinische Chemie,emptyvalue,emptyvalue,18182-6,Osmolality of Serum or Plasma by calculation,http://loinc.org,2.70,mosm/kg,X
4714,BOCFT,Bocavirus,emptyvalue,Virologie,emptyvalue,emptyvalue,62424-7,Human bocavirus DNA [Presence] in Specimen by NAA with probe detection,http://loinc.org,2.69,emptyvalue,X
4715,BNP,Brain natriuretic peptide (BNP),pg/ml,Klinische Chemie,emptyvalue,emptyvalue,30934-4,Natriuretic peptide B [Mass/volume] in Serum or Plasma,http://loinc.org,2.70,pg/mL,X
4716,BMSW,Borrelia burgdorferi IgM,RE/ml,Bakteriologie,emptyvalue,emptyvalue,7818-8,Borrelia burgdorferi IgM Ab [Units/volume] in Serum,http://loinc.org,2.73,[arb'U]/mL,X
4718,BMS,Borrelia burgdorferi IgM,U/ml,Bakteriologie,emptyvalue,emptyvalue,7818-8,Borrelia burgdorferi IgM Ab [Units/volume] in Serum,http://loinc.org,2.73,[arb'U]/mL,X
4720,BMLI,Borrelia burgdorferi IgM (L),U/ml,Bakteriologie,emptyvalue,emptyvalue,14078-0,Borrelia burgdorferi IgM Ab [Units/volume] in Cerebral spinal fluid by Immunoassay,http://loinc.org,2.73,[arb'U]/mL,X
4723,BLIP,Beta-Lipoproteine [Fremdlabor],emptyvalue,emptyvalue,emptyvalue,emptyvalue,17846-7,Lipoprotein.beta [Presence] in Serum or Plasma,http://loinc.org,2.73,emptyvalue,X
4724,BLASa,Blasten (abs.),G/l,Blutbild,emptyvalue,Mikroskop,708-8,Blasts [#/volume] in Blood by Manual count,http://loinc.org,2.40,10*9/L,X
4725,BLAS,Blasten,%,Blutbild,emptyvalue,Mikroskop,709-6,Blasts/100 leukocytes in Blood by Manual count,http://loinc.org,2.70,%,X
4726,BL4,BZ-Belastung IV,mg/dl,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,X
4727,BL3,BZ-Belastung III,mg/dl,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,X
4728,BL2,BZ-Belastung II,mg/dl,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,X
4729,BL1,BZ-Belastung I,mg/dl,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,X
4730,BKPCR,BK - Virus,Kopien/ml,Virologie,emptyvalue,emptyvalue,48309-9,BK virus DNA [#/volume] (viral load) in Specimen by NAA with probe detection,http://loinc.org,2.70,&#123;copies}/mL,X
4731,BKIU,BK - Virus,IU/ml,Virologie,emptyvalue,emptyvalue,42587-6,BK virus DNA [Units/volume] (viral load) in Specimen by NAA with probe detection,http://loinc.org,2.69,[arb'U]/mL,X
4732,BGSW,Borrelia burgdorferi IgG,RE/ml,Bakteriologie,emptyvalue,emptyvalue,7817-0,Borrelia burgdorferi IgG Ab [Units/volume] in Serum,http://loinc.org,2.73,[arb'U]/mL,X
4733,BGS,Borrelia burgdorferi IgG,U/ml,Bakteriologie,emptyvalue,emptyvalue,5062-5,Borrelia burgdorferi IgG Ab [Units/volume] in Serum by Immunoassay,http://loinc.org,2.73,[arb'U]/mL,X
4736,BGLI,Borrelia burgdorferi IgG (L),U/ml,Bakteriologie,emptyvalue,emptyvalue,14077-2,Borrelia burgdorferi IgG Ab [Units/volume] in Cerebral spinal fluid by Immunoassay,http://loinc.org,2.73,[arb'U]/mL,X
4742,BFINDSL,Bodyfluid Indikation Shunt-Liquor,emptyvalue,Liquordiagnostik,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue
4746,BFINDL,Bodyfluid Indikation Liquor,emptyvalue,Liquordiagnostik,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue
4748,BFINDA,Bodyfluid Indikation Ascitespunktat,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue
4753,BEUR,Beurteilung,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,X
4754,BEUDIA,Proteinurie-Befund,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,X
4755,BETYR,Schilddrüsenbeurt.,emptyvalue,emptyvalue,emptyvalue,emptyvalue,66120-7,Thyroid Pathology biopsy report,http://loinc.org,2.52,emptyvalue,emptyvalue
4756,BETAP,Beta-Bande,%,Proteindiagnostik,emptyvalue,emptyvalue,13982-4,Beta globulin/Protein.total in Serum or Plasma by Electrophoresis,http://loinc.org,2.70,%,X
4758,BEPOR,Porphyriebeurt.,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,X
4759,BENZOL,Benzol [Fremdlabor],µg/l,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,ug/L,emptyvalue
4760,BENZO,Benzodiazepine(HPLC),mg/l,Blut,emptyvalue,emptyvalue,11024-7,Benzodiazepines [Mass/volume] in Serum or Plasma,http://loinc.org,2.70,mg/L,X
4761,BENP,Benperidol (S) [Fremdlabor],ng/ml,Medikamente Sonstiges,emptyvalue,emptyvalue,78968-5,Benperidol [Mass/volume] in Serum or Plasma,http://loinc.org,2.54,ng/mL,X
4763,BEIMMST,Immunstatus Beurteilung,emptyvalue,emptyvalue,emptyvalue,emptyvalue,96381-9,Immune status,http://loinc.org,emptyvalue,emptyvalue,emptyvalue
4764,BEIMMF,Immunfix. Beurteilung,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue
4765,BEHBEP,Beurteilung Hämoglobin-Elektrophorese,emptyvalue,Hämatologie Sonstiges,emptyvalue,emptyvalue,13514-5,Hemoglobin pattern [Interpretation] in Blood by Electrophoresis,http://loinc.org,2.73,emptyvalue,emptyvalue
4766,BEH,Behensäure (C22:0) [Fremdversand],%,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,%,emptyvalue
4767,BEGERT,Therapieempfehlung,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,X
4768,BEGER,Gerinnungsbeurteilung,emptyvalue,emptyvalue,emptyvalue,emptyvalue,69049-5,Coagulation specialist review of results,http://loinc.org,2.73,emptyvalue,emptyvalue
4769,BEFRED,Beurteilung nach Fredrickson [Fremdlabor],emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,X
4771,BEFETT,Interpretation langkettige Fettsäuren,emptyvalue,Klinische Chemie,emptyvalue,emptyvalue,33478-9,Fatty acids.very long chain pattern [Interpretation] in Serum or Plasma,http://loinc.org,2.73,emptyvalue,emptyvalue
4774,BEAUTO,Autoimmun-Befundung,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,X
4775,BC,Bilirubin (konjugiert),mg/dl,Klinische Chemie,emptyvalue,emptyvalue,15152-2,Bilirubin.conjugated [Mass/volume] in Serum or Plasma,http://loinc.org,2.70,mg/dL,X
4777,BBXS,Borrelia burgdorferi IgG,emptyvalue,Bakteriologie,emptyvalue,emptyvalue,22128-3,Borrelia burgdorferi IgG Ab [Presence] in Serum,http://loinc.org,2.56,emptyvalue,X
4780,BBPCR,Borrelia burgdorferi,emptyvalue,Bakteriologie,emptyvalue,emptyvalue,4991-6,Borrelia burgdorferi DNA [Presence] in Specimen by NAA with probe detection,http://loinc.org,2.69,emptyvalue,X
4783,BBMWL,Borrelia burgdorferi IgM Lineblot,emptyvalue,Bakteriologie,emptyvalue,emptyvalue,13203-5,Borrelia burgdorferi IgM Ab [Presence] in Cerebral spinal fluid by Immunoblot,http://loinc.org,2.58,emptyvalue,X
4786,BBMW,Borrelia burgdorferi IgM Lineblot,emptyvalue,Bakteriologie,emptyvalue,emptyvalue,6321-4,Borrelia burgdorferi IgM Ab [Presence] in Serum by Immunoblot,http://loinc.org,2.58,emptyvalue,X
4788,BBMS,Borrelia burgdorferi IgM,emptyvalue,Bakteriologie,emptyvalue,emptyvalue,22135-8,Borrelia burgdorferi IgM Ab [Presence] in Serum,http://loinc.org,2.56,emptyvalue,X
4790,BBML,Borrelia burgdorferi IgM,emptyvalue,Bakteriologie,emptyvalue,emptyvalue,22132-5,Borrelia burgdorferi IgM Ab [Presence] in Cerebral spinal fluid,http://loinc.org,2.56,emptyvalue,X
4793,BBGWL,Borrelia burgdorferi IgG Lineblot,emptyvalue,Bakteriologie,emptyvalue,emptyvalue,13202-7,Borrelia burgdorferi IgG Ab [Presence] in Cerebral spinal fluid by Immunoassay,http://loinc.org,2.58,emptyvalue,X
4794,BBGW,Borrelia burgdorferi IgG Lineblot,emptyvalue,Bakteriologie,emptyvalue,emptyvalue,6320-6,Borrelia burgdorferi IgG Ab [Presence] in Serum by Immunoblot,http://loinc.org,2.58,emptyvalue,X
4797,BBGS,Borrelia burgdorferi IgG Quantifizierung,IU/ml,Bakteriologie,emptyvalue,emptyvalue,5062-5,Borrelia burgdorferi IgG Ab [Units/volume] in Serum by Immunoassay,http://loinc.org,2.68,[arb'U]/mL,X
4800,BBGL,Borrelia burgdorferi IgG,IU/ml,Bakteriologie,emptyvalue,emptyvalue,14077-2,Borrelia burgdorferi IgG Ab [Units/volume] in Cerebral spinal fluid by Immunoassay,http://loinc.org,2.69,[IU]/mL,X
4803,BASOd,Basophile,%,Blutbild,emptyvalue,emptyvalue,30180-4,Basophils/100 leukocytes in Blood,http://loinc.org,2.70,%,X
4804,BASOd,Basophile,%,Blutbild,emptyvalue,Mikroskop,707-0,Basophils/100 leukocytes in Blood by Manual count,http://loinc.org,2.73,%,X
4805,BASOd,Basophile,%,Blutbild,emptyvalue,Automat,706-2,Basophils/100 leukocytes in Blood by Automated count,http://loinc.org,2.70,%,X
